IdPeriod,MatchDate,MatchTime,Time,Match,Player1name,Player1team,LocationX,LocationY,AttackingDirection
2,2015/08/17,20:00:00.000000,923.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2090,-250,1
2,2015/08/17,20:00:00.000000,923.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2070,-270,1
2,2015/08/17,20:00:00.000000,923.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2050,-280,1
2,2015/08/17,20:00:00.000000,923.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2030,-300,1
2,2015/08/17,20:00:00.000000,924,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2010,-310,1
2,2015/08/17,20:00:00.000000,924.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1990,-320,1
2,2015/08/17,20:00:00.000000,924.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1970,-340,1
2,2015/08/17,20:00:00.000000,924.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1950,-350,1
2,2015/08/17,20:00:00.000000,924.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1930,-360,1
2,2015/08/17,20:00:00.000000,924.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1910,-370,1
2,2015/08/17,20:00:00.000000,924.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1900,-380,1
2,2015/08/17,20:00:00.000000,924.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1880,-390,1
2,2015/08/17,20:00:00.000000,924.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1870,-390,1
2,2015/08/17,20:00:00.000000,924.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1860,-400,1
2,2015/08/17,20:00:00.000000,925,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1850,-410,1
2,2015/08/17,20:00:00.000000,925.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1850,-420,1
2,2015/08/17,20:00:00.000000,925.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1840,-430,1
2,2015/08/17,20:00:00.000000,925.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1830,-440,1
2,2015/08/17,20:00:00.000000,925.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1830,-450,1
2,2015/08/17,20:00:00.000000,925.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1820,-460,1
2,2015/08/17,20:00:00.000000,925.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1810,-470,1
2,2015/08/17,20:00:00.000000,925.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1800,-480,1
2,2015/08/17,20:00:00.000000,925.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1780,-490,1
2,2015/08/17,20:00:00.000000,925.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1770,-500,1
2,2015/08/17,20:00:00.000000,926,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1760,-510,1
2,2015/08/17,20:00:00.000000,926.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1750,-520,1
2,2015/08/17,20:00:00.000000,926.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1740,-520,1
2,2015/08/17,20:00:00.000000,926.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1740,-520,1
2,2015/08/17,20:00:00.000000,926.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1750,-520,1
2,2015/08/17,20:00:00.000000,926.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1760,-510,1
2,2015/08/17,20:00:00.000000,926.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1770,-510,1
2,2015/08/17,20:00:00.000000,926.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1790,-500,1
2,2015/08/17,20:00:00.000000,926.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1810,-490,1
2,2015/08/17,20:00:00.000000,926.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1830,-480,1
2,2015/08/17,20:00:00.000000,927,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1850,-470,1
2,2015/08/17,20:00:00.000000,927.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1870,-460,1
2,2015/08/17,20:00:00.000000,927.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1890,-450,1
2,2015/08/17,20:00:00.000000,927.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1910,-440,1
2,2015/08/17,20:00:00.000000,927.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1920,-430,1
2,2015/08/17,20:00:00.000000,927.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1930,-420,1
2,2015/08/17,20:00:00.000000,927.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1940,-420,1
2,2015/08/17,20:00:00.000000,927.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1950,-410,1
2,2015/08/17,20:00:00.000000,927.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1950,-410,1
