Time,Half,XPos,YPos
99.5,First Half,1214,-522
99.6,First Half,1208,-539
99.7,First Half,1202,-556
99.8,First Half,1196,-565
99.9,First Half,1192,-565
100.0,First Half,1188,-564
100.1,First Half,1186,-560
100.2,First Half,1185,-554
100.3,First Half,1186,-545
100.4,First Half,1190,-534
100.5,First Half,1195,-521
100.6,First Half,1203,-507
100.7,First Half,1212,-492
100.8,First Half,1218,-480
100.9,First Half,1220,-471
101.0,First Half,1218,-467
101.1,First Half,1210,-467
101.2,First Half,1198,-473
101.3,First Half,1179,-484
101.4,First Half,1160,-496
101.5,First Half,1143,-508
101.6,First Half,1127,-519
101.7,First Half,1113,-530
101.8,First Half,1101,-539
101.9,First Half,1093,-546
102.0,First Half,1086,-553
102.1,First Half,1080,-559
102.2,First Half,1074,-565
102.3,First Half,1070,-569
102.4,First Half,1065,-573
102.5,First Half,1062,-576
102.6,First Half,1058,-579
102.7,First Half,1055,-581
102.8,First Half,1053,-582
102.9,First Half,1051,-583
103.0,First Half,1050,-583
103.1,First Half,1050,-583
103.2,First Half,1053,-582
103.3,First Half,1058,-581
103.4,First Half,1065,-580
103.5,First Half,1074,-579
103.6,First Half,1085,-578
103.7,First Half,1097,-577
103.8,First Half,1109,-576
103.9,First Half,1122,-575
104.0,First Half,1136,-575
104.1,First Half,1149,-575
104.2,First Half,1161,-574
104.3,First Half,1172,-573
104.4,First Half,1183,-571
104.5,First Half,1193,-569
104.6,First Half,1202,-565
104.7,First Half,1212,-562
104.8,First Half,1221,-558
104.9,First Half,1231,-554
105.0,First Half,1241,-549
105.1,First Half,1252,-544
105.2,First Half,1263,-538
105.3,First Half,1274,-532
105.4,First Half,1286,-525
105.5,First Half,1297,-518
105.6,First Half,1308,-511
105.7,First Half,1318,-504
105.8,First Half,1328,-498
105.9,First Half,1337,-492
106.0,First Half,1344,-487
106.1,First Half,1351,-483
106.2,First Half,1356,-479
106.3,First Half,1360,-475
106.4,First Half,1363,-472
106.5,First Half,1366,-470
106.6,First Half,1370,-469
106.7,First Half,1374,-469
106.8,First Half,1379,-470
106.9,First Half,1384,-471
107.0,First Half,1390,-473
107.1,First Half,1396,-475
107.2,First Half,1401,-476
107.3,First Half,1406,-476
107.4,First Half,1411,-476
107.5,First Half,1415,-475
107.6,First Half,1420,-474
107.7,First Half,1424,-472
107.8,First Half,1428,-469
107.9,First Half,1432,-466
108.0,First Half,1435,-463
108.1,First Half,1438,-461
108.2,First Half,1440,-459
108.3,First Half,1441,-458
108.4,First Half,1442,-458
108.5,First Half,1443,-459
108.6,First Half,1443,-461
108.7,First Half,1444,-464
108.8,First Half,1444,-469
108.9,First Half,1443,-475
109.0,First Half,1441,-483
109.1,First Half,1436,-491
109.2,First Half,1430,-501
109.3,First Half,1422,-510
109.4,First Half,1414,-518
109.5,First Half,1407,-526
109.6,First Half,1400,-533
109.7,First Half,1395,-539
109.8,First Half,1391,-543
109.9,First Half,1387,-548
110.0,First Half,1384,-551
110.1,First Half,1381,-554
110.2,First Half,1379,-556
110.3,First Half,1377,-557
110.4,First Half,1376,-557
110.5,First Half,1375,-555
110.6,First Half,1374,-551
110.7,First Half,1373,-546
110.8,First Half,1373,-540
110.9,First Half,1372,-533
111.0,First Half,1371,-524
111.1,First Half,1372,-516
111.2,First Half,1373,-507
111.3,First Half,1375,-499
111.4,First Half,1378,-491
111.5,First Half,1381,-484
111.6,First Half,1385,-478
111.7,First Half,1390,-473
111.8,First Half,1394,-469
111.9,First Half,1398,-465
112.0,First Half,1402,-463
112.1,First Half,1406,-461
112.2,First Half,1409,-460
112.3,First Half,1413,-460
112.4,First Half,1416,-461
112.5,First Half,1419,-463
112.6,First Half,1422,-465
112.7,First Half,1425,-467
112.8,First Half,1428,-469
112.9,First Half,1430,-471
113.0,First Half,1433,-473
113.1,First Half,1435,-472
113.2,First Half,1438,-470
113.3,First Half,1441,-465
113.4,First Half,1445,-459
113.5,First Half,1449,-450
113.6,First Half,1453,-439
113.7,First Half,1457,-426
113.8,First Half,1461,-411
113.9,First Half,1464,-395
114.0,First Half,1467,-377
114.1,First Half,1469,-358
114.2,First Half,1470,-337
114.3,First Half,1472,-315
114.4,First Half,1471,-294
114.5,First Half,1469,-273
114.6,First Half,1466,-253
114.7,First Half,1460,-233
114.8,First Half,1452,-214
114.9,First Half,1442,-197
115.0,First Half,1431,-180
115.1,First Half,1418,-165
115.2,First Half,1401,-153
115.3,First Half,1382,-143
115.4,First Half,1360,-136
115.5,First Half,1336,-132
115.6,First Half,1308,-131
115.7,First Half,1279,-131
115.8,First Half,1251,-133
115.9,First Half,1224,-136
116.0,First Half,1198,-140
116.1,First Half,1174,-145
116.2,First Half,1152,-151
116.3,First Half,1133,-157
116.4,First Half,1115,-164
116.5,First Half,1094,-174
116.6,First Half,1070,-186
116.7,First Half,1043,-200
116.8,First Half,1012,-218
116.9,First Half,978,-236
117.0,First Half,942,-256
117.1,First Half,906,-276
117.2,First Half,870,-294
117.3,First Half,836,-311
117.4,First Half,803,-326
117.5,First Half,771,-340
117.6,First Half,737,-356
117.7,First Half,702,-374
117.8,First Half,665,-393
117.9,First Half,628,-413
118.0,First Half,590,-434
118.1,First Half,551,-456
118.2,First Half,514,-477
118.3,First Half,479,-495
118.4,First Half,446,-512
118.5,First Half,414,-527
118.6,First Half,384,-541
118.7,First Half,354,-553
118.8,First Half,326,-565
118.9,First Half,299,-576
119.0,First Half,273,-586
119.1,First Half,248,-596
119.2,First Half,225,-605
119.3,First Half,202,-614
119.4,First Half,182,-622
119.5,First Half,161,-630
119.6,First Half,143,-637
119.7,First Half,127,-643
119.8,First Half,113,-648
119.9,First Half,102,-651
120.0,First Half,93,-654
120.1,First Half,87,-655
120.2,First Half,83,-655
120.3,First Half,79,-656
120.4,First Half,76,-656
120.5,First Half,74,-657
120.6,First Half,72,-659
120.7,First Half,71,-661
120.8,First Half,70,-663
120.9,First Half,70,-666
121.0,First Half,70,-669
121.1,First Half,69,-672
121.2,First Half,70,-675
121.3,First Half,70,-679
121.4,First Half,71,-683
121.5,First Half,72,-687
121.6,First Half,73,-692
121.7,First Half,74,-696
121.8,First Half,75,-699
121.9,First Half,74,-701
122.0,First Half,73,-701
122.1,First Half,71,-699
122.2,First Half,69,-695
122.3,First Half,65,-690
122.4,First Half,62,-684
122.5,First Half,58,-678
122.6,First Half,55,-672
122.7,First Half,51,-666
122.8,First Half,48,-660
122.9,First Half,43,-654
123.0,First Half,39,-648
123.1,First Half,34,-642
123.2,First Half,28,-636
123.3,First Half,22,-631
123.4,First Half,16,-625
123.5,First Half,11,-620
123.6,First Half,6,-615
123.7,First Half,1,-610
123.8,First Half,-4,-605
123.9,First Half,-9,-599
124.0,First Half,-13,-594
124.1,First Half,-17,-589
124.2,First Half,-21,-585
124.3,First Half,-24,-581
124.4,First Half,-27,-577
124.5,First Half,-29,-574
124.6,First Half,-31,-571
124.7,First Half,-32,-569
124.8,First Half,-34,-567
124.9,First Half,-38,-564
125.0,First Half,-43,-562
125.1,First Half,-49,-559
125.2,First Half,-56,-556
125.3,First Half,-65,-552
125.4,First Half,-74,-549
125.5,First Half,-83,-546
125.6,First Half,-92,-543
125.7,First Half,-101,-540
125.8,First Half,-113,-537
125.9,First Half,-128,-535
126.0,First Half,-146,-533
126.1,First Half,-167,-531
126.2,First Half,-191,-529
126.3,First Half,-219,-527
126.4,First Half,-245,-525
126.5,First Half,-270,-523
126.6,First Half,-293,-521
126.7,First Half,-314,-518
126.8,First Half,-332,-518
126.9,First Half,-348,-520
127.0,First Half,-363,-523
127.1,First Half,-378,-528
127.2,First Half,-392,-534
127.3,First Half,-405,-542
127.4,First Half,-419,-550
127.5,First Half,-432,-557
127.6,First Half,-444,-563
127.7,First Half,-456,-570
127.8,First Half,-466,-576
127.9,First Half,-476,-582
128.0,First Half,-485,-588
128.1,First Half,-494,-593
128.2,First Half,-505,-600
128.3,First Half,-518,-608
128.4,First Half,-534,-619
128.5,First Half,-553,-631
128.6,First Half,-573,-644
128.7,First Half,-595,-659
128.8,First Half,-615,-672
128.9,First Half,-632,-684
129.0,First Half,-646,-695
129.1,First Half,-658,-703
129.2,First Half,-668,-710
129.3,First Half,-675,-716
129.4,First Half,-682,-721
129.5,First Half,-688,-726
129.6,First Half,-693,-730
129.7,First Half,-699,-734
129.8,First Half,-707,-738
129.9,First Half,-717,-743
130.0,First Half,-729,-747
130.1,First Half,-742,-752
130.2,First Half,-756,-756
130.3,First Half,-769,-759
130.4,First Half,-780,-762
130.5,First Half,-790,-764
130.6,First Half,-798,-765
130.7,First Half,-805,-766
130.8,First Half,-813,-767
130.9,First Half,-821,-769
131.0,First Half,-829,-771
131.1,First Half,-838,-773
131.2,First Half,-847,-776
131.3,First Half,-855,-779
131.4,First Half,-863,-782
131.5,First Half,-870,-784
131.6,First Half,-876,-786
131.7,First Half,-881,-788
131.8,First Half,-885,-789
131.9,First Half,-888,-790
132.0,First Half,-891,-791
132.1,First Half,-893,-793
132.2,First Half,-894,-796
132.3,First Half,-895,-799
132.4,First Half,-895,-803
132.5,First Half,-895,-808
132.6,First Half,-895,-813
132.7,First Half,-895,-819
132.8,First Half,-895,-826
132.9,First Half,-895,-833
133.0,First Half,-896,-840
133.1,First Half,-896,-848
133.2,First Half,-897,-856
133.3,First Half,-899,-864
133.4,First Half,-901,-873
133.5,First Half,-903,-881
133.6,First Half,-906,-890
133.7,First Half,-909,-898
133.8,First Half,-912,-905
133.9,First Half,-915,-912
134.0,First Half,-917,-918
134.1,First Half,-920,-923
134.2,First Half,-923,-928
134.3,First Half,-928,-932
134.4,First Half,-933,-935
134.5,First Half,-940,-938
134.6,First Half,-948,-940
134.7,First Half,-957,-941
134.8,First Half,-965,-941
134.9,First Half,-972,-941
135.0,First Half,-980,-940
135.1,First Half,-988,-939
135.2,First Half,-997,-937
135.3,First Half,-1005,-935
135.4,First Half,-1013,-934
135.5,First Half,-1020,-933
135.6,First Half,-1026,-933
135.7,First Half,-1030,-934
135.8,First Half,-1032,-935
135.9,First Half,-1034,-937
136.0,First Half,-1034,-938
136.1,First Half,-1033,-940
136.2,First Half,-1031,-942
136.3,First Half,-1028,-943
136.4,First Half,-1024,-944
136.5,First Half,-1018,-946
136.6,First Half,-1013,-948
136.7,First Half,-1007,-951
136.8,First Half,-1000,-954
136.9,First Half,-993,-956
137.0,First Half,-986,-958
137.1,First Half,-979,-959
137.2,First Half,-972,-960
137.3,First Half,-965,-959
137.4,First Half,-958,-958
137.5,First Half,-952,-957
137.6,First Half,-947,-955
137.7,First Half,-943,-953
137.8,First Half,-940,-951
137.9,First Half,-938,-950
138.0,First Half,-937,-948
138.1,First Half,-937,-946
138.2,First Half,-939,-944
138.3,First Half,-945,-942
138.4,First Half,-951,-940
138.5,First Half,-959,-939
138.6,First Half,-968,-938
138.7,First Half,-978,-937
138.8,First Half,-987,-937
138.9,First Half,-994,-937
139.0,First Half,-1002,-938
139.1,First Half,-1011,-938
139.2,First Half,-1020,-939
139.3,First Half,-1030,-939
139.4,First Half,-1039,-940
139.5,First Half,-1048,-940
139.6,First Half,-1057,-940
139.7,First Half,-1067,-940
139.8,First Half,-1079,-938
139.9,First Half,-1094,-937
140.0,First Half,-1108,-934
140.1,First Half,-1122,-932
140.2,First Half,-1135,-929
140.3,First Half,-1146,-926
140.4,First Half,-1153,-923
140.5,First Half,-1156,-921
140.6,First Half,-1157,-918
140.7,First Half,-1158,-916
140.8,First Half,-1158,-914
140.9,First Half,-1156,-911
141.0,First Half,-1153,-909
141.1,First Half,-1149,-907
141.2,First Half,-1144,-905
141.3,First Half,-1138,-903
141.4,First Half,-1131,-901
141.5,First Half,-1124,-899
141.6,First Half,-1117,-897
141.7,First Half,-1111,-896
141.8,First Half,-1105,-894
141.9,First Half,-1099,-893
142.0,First Half,-1095,-892
142.1,First Half,-1091,-891
142.2,First Half,-1087,-890
142.3,First Half,-1083,-889
142.4,First Half,-1079,-889
142.5,First Half,-1074,-889
142.6,First Half,-1069,-889
142.7,First Half,-1063,-890
142.8,First Half,-1058,-891
142.9,First Half,-1052,-893
143.0,First Half,-1047,-896
143.1,First Half,-1042,-899
143.2,First Half,-1035,-901
143.3,First Half,-1028,-904
143.4,First Half,-1019,-906
143.5,First Half,-1008,-908
143.6,First Half,-996,-910
143.7,First Half,-982,-910
143.8,First Half,-970,-910
143.9,First Half,-959,-907
144.0,First Half,-950,-902
144.1,First Half,-943,-895
144.2,First Half,-938,-885
144.3,First Half,-937,-873
144.4,First Half,-936,-861
144.5,First Half,-937,-849
144.6,First Half,-940,-837
144.7,First Half,-943,-826
144.8,First Half,-948,-815
144.9,First Half,-954,-806
145.0,First Half,-962,-796
145.1,First Half,-971,-787
145.2,First Half,-981,-774
145.3,First Half,-991,-759
145.4,First Half,-1002,-739
145.5,First Half,-1013,-716
145.6,First Half,-1024,-689
145.7,First Half,-1032,-659
145.8,First Half,-1040,-631
145.9,First Half,-1045,-605
146.0,First Half,-1049,-580
146.1,First Half,-1050,-558
146.2,First Half,-1049,-539
146.3,First Half,-1047,-522
146.4,First Half,-1043,-507
146.5,First Half,-1037,-495
146.6,First Half,-1029,-486
146.7,First Half,-1018,-480
146.8,First Half,-1006,-477
146.9,First Half,-991,-477
147.0,First Half,-975,-478
147.1,First Half,-959,-482
147.2,First Half,-945,-490
147.3,First Half,-933,-500
147.4,First Half,-922,-514
147.5,First Half,-913,-530
147.6,First Half,-907,-548
147.7,First Half,-902,-565
147.8,First Half,-897,-581
147.9,First Half,-894,-596
148.0,First Half,-891,-610
148.1,First Half,-888,-621
148.2,First Half,-885,-630
148.3,First Half,-882,-639
148.4,First Half,-878,-646
148.5,First Half,-874,-652
148.6,First Half,-872,-654
148.7,First Half,-871,-653
148.8,First Half,-873,-648
148.9,First Half,-877,-639
149.0,First Half,-884,-626
149.1,First Half,-895,-609
149.2,First Half,-906,-590
149.3,First Half,-919,-572
149.4,First Half,-935,-556
149.5,First Half,-952,-543
149.6,First Half,-971,-533
149.7,First Half,-992,-526
149.8,First Half,-1015,-524
149.9,First Half,-1039,-523
150.0,First Half,-1062,-524
150.1,First Half,-1084,-526
150.2,First Half,-1104,-529
150.3,First Half,-1124,-533
150.4,First Half,-1141,-537
150.5,First Half,-1154,-542
150.6,First Half,-1164,-546
150.7,First Half,-1171,-550
150.8,First Half,-1174,-554
150.9,First Half,-1174,-557
151.0,First Half,-1169,-559
151.1,First Half,-1163,-561
151.2,First Half,-1157,-562
151.3,First Half,-1150,-563
151.4,First Half,-1144,-564
151.5,First Half,-1138,-564
151.6,First Half,-1133,-563
151.7,First Half,-1128,-562
151.8,First Half,-1124,-560
151.9,First Half,-1119,-557
152.0,First Half,-1114,-553
152.1,First Half,-1108,-548
152.2,First Half,-1102,-544
152.3,First Half,-1096,-540
152.4,First Half,-1090,-537
152.5,First Half,-1084,-536
152.6,First Half,-1078,-536
152.7,First Half,-1073,-538
152.8,First Half,-1068,-540
152.9,First Half,-1062,-543
153.0,First Half,-1057,-546
153.1,First Half,-1051,-549
153.2,First Half,-1046,-553
153.3,First Half,-1040,-557
153.4,First Half,-1035,-561
153.5,First Half,-1030,-566
153.6,First Half,-1026,-571
153.7,First Half,-1022,-577
153.8,First Half,-1018,-583
153.9,First Half,-1014,-590
154.0,First Half,-1011,-596
154.1,First Half,-1008,-603
154.2,First Half,-1005,-612
154.3,First Half,-1001,-622
154.4,First Half,-998,-634
154.5,First Half,-995,-648
154.6,First Half,-991,-663
154.7,First Half,-987,-681
154.8,First Half,-982,-698
154.9,First Half,-976,-716
155.0,First Half,-970,-733
155.1,First Half,-962,-750
155.2,First Half,-955,-768
155.3,First Half,-947,-784
155.4,First Half,-941,-798
155.5,First Half,-934,-810
155.6,First Half,-929,-820
155.7,First Half,-924,-827
155.8,First Half,-921,-832
155.9,First Half,-918,-836
156.0,First Half,-915,-839
156.1,First Half,-914,-840
156.2,First Half,-914,-840
156.3,First Half,-915,-839
156.4,First Half,-917,-837
156.5,First Half,-920,-834
156.6,First Half,-924,-832
156.7,First Half,-927,-830
156.8,First Half,-931,-828
156.9,First Half,-935,-827
157.0,First Half,-940,-825
157.1,First Half,-945,-823
157.2,First Half,-950,-820
157.3,First Half,-956,-816
157.4,First Half,-963,-810
157.5,First Half,-971,-803
157.6,First Half,-981,-795
157.7,First Half,-991,-787
157.8,First Half,-1002,-778
157.9,First Half,-1015,-770
158.0,First Half,-1028,-761
158.1,First Half,-1041,-749
158.2,First Half,-1055,-735
158.3,First Half,-1068,-717
158.4,First Half,-1081,-699
158.5,First Half,-1091,-680
158.6,First Half,-1099,-661
158.7,First Half,-1106,-643
158.8,First Half,-1110,-627
158.9,First Half,-1111,-614
159.0,First Half,-1112,-602
159.1,First Half,-1110,-591
159.2,First Half,-1106,-582
159.3,First Half,-1100,-575
159.4,First Half,-1092,-570
159.5,First Half,-1081,-566
159.6,First Half,-1068,-565
159.7,First Half,-1054,-564
159.8,First Half,-1040,-565
159.9,First Half,-1027,-568
160.0,First Half,-1015,-573
160.1,First Half,-1004,-580
160.2,First Half,-994,-589
160.3,First Half,-987,-600
160.4,First Half,-979,-612
160.5,First Half,-973,-624
160.6,First Half,-967,-635
160.7,First Half,-961,-647
160.8,First Half,-955,-658
160.9,First Half,-950,-669
161.0,First Half,-945,-679
161.1,First Half,-940,-688
161.2,First Half,-936,-697
161.3,First Half,-931,-706
161.4,First Half,-926,-714
161.5,First Half,-922,-719
161.6,First Half,-919,-722
161.7,First Half,-917,-723
161.8,First Half,-916,-721
161.9,First Half,-917,-716
162.0,First Half,-919,-709
162.1,First Half,-921,-700
162.2,First Half,-926,-689
162.3,First Half,-934,-674
162.4,First Half,-944,-657
162.5,First Half,-955,-641
162.6,First Half,-966,-626
162.7,First Half,-979,-612
162.8,First Half,-989,-601
162.9,First Half,-998,-595
163.0,First Half,-1005,-593
163.1,First Half,-1012,-593
163.2,First Half,-1018,-593
163.3,First Half,-1023,-594
163.4,First Half,-1027,-595
163.5,First Half,-1031,-596
163.6,First Half,-1034,-596
163.7,First Half,-1036,-596
163.8,First Half,-1038,-596
163.9,First Half,-1040,-596
164.0,First Half,-1041,-597
164.1,First Half,-1042,-598
164.2,First Half,-1043,-599
164.3,First Half,-1040,-600
