Time, Half, Event, Player1, Player2,GAME TIME, XPos, YPos
05:48.1, 0, Player Catch, 19 Tomas Babak,  ,05:29.1, 7.21, 1.96
05:48.6, 0, Pass, 19 Tomas Babak,  ,05:29.6, 7.48, 2.22
05:49.1, 0, Player Catch, 22 Petr Linhart,  ,05:30.1, 10.99, 9.14
05:51.3, 0, Pass, 22 Petr Linhart,  ,05:32.3, 11.88, 6.55
05:51.7, 0, Player Catch, 19 Tomas Babak,  ,05:32.7, 8.90, 0.96
05:52.9, 0, Pass, 19 Tomas Babak,  ,05:33.9, 12.48, -2.87
05:54.2, 0, Pick Up, 4 Xavier Barachet,  ,05:35.2, 12.73, -5.44
05:54.7, 0, Pass, 4 Xavier Barachet,  ,05:35.7, 10.76, -6.50
05:55.9, 0, Player Catch, 21 Michael Guigou,  ,05:36.9, 1.55, -1.10
05:57.5, 0, Pass, 21 Michael Guigou,  ,05:38.5, -9.42, -2.07
05:58.0, 0, Player Catch, 4 Xavier Barachet,  ,05:39.0, -11.67, -5.90
05:59.0, 0, Shot, 4 Xavier Barachet,  ,05:40.0, -15.33, -3.26
05:59.7, 0, Goal, 4 Xavier Barachet,  ,05:40.7, -15.53, -0.23
06:05.5, 0, Throw Off, 23 Leos Petrovsky,  ,05:46.5, 0.38, -0.16
06:05.8, 0, Player Catch, 19 Tomas Babak,  ,05:46.8, 0.03, -1.53
06:06.4, 0, Pass, 19 Tomas Babak,  ,05:47.4, 0.66, -1.35
06:07.4, 0, Player Catch, 13 Pavel Horak,  ,05:48.4, -1.50, -6.50
06:08.6, 0, Pass, 13 Pavel Horak,  ,05:49.6, -0.22, -6.54
06:09.3, 0, Player Catch, 2 Jakub Hrstka,  ,05:50.3, 5.79, -9.08
06:12.5, 0, Pass, 2 Jakub Hrstka,  ,05:53.5, 9.10, -8.92
06:12.9, 0, Player Catch, 13 Pavel Horak,  ,05:53.9, 6.79, -8.08
06:14.0, 0, Pass, 13 Pavel Horak,  ,05:55.0, 7.97, -8.24
06:14.7, 0, Player Catch, 19 Tomas Babak,  ,05:55.7, 6.68, -3.17
06:17.2, 0, Pass, 19 Tomas Babak,  ,05:58.2, 8.54, 1.11
06:17.8, 0, Player Catch, 22 Petr Linhart,  ,05:58.8, 9.05, 8.83
06:18.7, 0, Pass, 22 Petr Linhart,  ,05:59.7, 9.61, 8.33
06:19.3, 0, Player Catch, 19 Tomas Babak,  ,06:00.3, 7.33, 0.97
06:20.2, 0, Pass, 19 Tomas Babak,  ,06:01.2, 7.07, -0.56
06:20.9, 0, Player Catch, 13 Pavel Horak,  ,06:01.9, 10.23, -8.89
06:22.1, 0, Pass, 13 Pavel Horak,  ,06:03.1, 11.28, -8.85
06:22.8, 0, Player Catch, 19 Tomas Babak,  ,06:03.8, 7.07, -1.88
06:23.5, 0, Pass, 19 Tomas Babak,  ,06:04.5, 6.98, -0.86
06:24.1, 0, Player Catch, 22 Petr Linhart,  ,06:05.1, 8.89, 8.75
06:25.1, 0, Player Catch, 19 Tomas Babak,  ,06:06.1, 7.28, -0.38
06:25.6, 0, Pass, 19 Tomas Babak,  ,06:06.6, 7.12, -1.84
06:26.2, 0, Player Catch, 13 Pavel Horak,  ,06:07.2, 10.90, -9.11
06:26.7, 0, Pass, 13 Pavel Horak,  ,06:07.7, 11.32, -8.65
06:27.1, 0, Player Catch, 2 Jakub Hrstka,  ,06:08.1, 12.79, -9.69
06:28.0, 0, Pass, 2 Jakub Hrstka,  ,06:09.0, 13.23, -9.39
06:28.3, 0, Player Catch, 19 Tomas Babak,  ,06:09.3, 11.02, -7.99
06:28.8, 0, Pass, 19 Tomas Babak,  ,06:09.8, 11.15, -6.68
06:29.1, 0, Player Catch, 13 Pavel Horak,  ,06:10.1, 8.54, -4.30
06:30.1, 0, Pass, 13 Pavel Horak,  ,06:11.1, 10.54, -1.49
06:30.7, 0, Player Catch, 22 Petr Linhart,  ,06:11.7, 9.22, 2.00
06:31.2, 0, Pass, 22 Petr Linhart,  ,06:12.2, 10.37, 0.40
06:31.6, 0, Player Catch, 19 Tomas Babak,  ,06:12.6, 10.85, -8.33
06:32.2, 0, Foul, 13 Nikola Karabatic, 23 Leos Petrovsky,06:13.2, 14.16, -1.91
06:37.6, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,06:18.6, -4.55, 9.65
06:37.7, 0, Free Throw, 16 Thierry Omeyer,  ,06:18.7, 10.91, 0.23
06:37.9, 0, Player Catch, 13 Nikola Karabatic,  ,06:18.9, 11.30, -1.56
06:38.7, 0, Substitution, 22 Luka Karabatic, 18 William Accambray,06:19.7, 4.82, 9.47
06:39.1, 0, Pass, 13 Nikola Karabatic,  ,06:20.1, 7.04, -0.89
06:39.8, 0, Player Catch, 4 Xavier Barachet,  ,06:20.8, -0.90, -6.03
06:40.9, 0, Pass, 4 Xavier Barachet,  ,06:21.9, -2.06, -5.61
06:41.5, 0, Player Catch, 13 Nikola Karabatic,  ,06:22.5, -0.08, 0.40
06:42.2, 0, Pass, 13 Nikola Karabatic,  ,06:23.2, -1.47, 0.82
06:43.0, 0, Player Catch, 18 William Accambray,  ,06:24.0, -6.00, 7.94
06:43.6, 0, Pass, 18 William Accambray,  ,06:24.6, -6.84, 7.92
06:44.2, 0, Player Catch, 21 Michael Guigou,  ,06:25.2, -11.17, 9.45
06:47.5, 0, Pass, 21 Michael Guigou,  ,06:28.5, -11.48, 8.87
06:48.0, 0, Player Catch, 18 William Accambray,  ,06:29.0, -9.11, 6.78
06:49.1, 0, Pass, 18 William Accambray,  ,06:30.1, -8.97, 5.06
06:49.6, 0, Player Catch, 13 Nikola Karabatic,  ,06:30.6, -8.58, -1.46
06:50.3, 0, Pass, 13 Nikola Karabatic,  ,06:31.3, -9.48, -3.41
06:50.8, 0, Player Catch, 4 Xavier Barachet,  ,06:31.8, -11.60, -9.04
06:51.4, 0, Pass, 4 Xavier Barachet,  ,06:32.4, -11.63, -8.87
06:51.9, 0, Player Catch, 13 Nikola Karabatic,  ,06:32.9, -9.66, -4.22
06:52.7, 0, Pass, 13 Nikola Karabatic,  ,06:33.7, -9.13, -2.60
06:53.4, 0, Player Catch, 18 William Accambray,  ,06:34.4, -11.66, 7.62
06:54.0, 0, Pass, 18 William Accambray,  ,06:35.0, -12.33, 7.19
06:54.5, 0, Player Catch, 13 Nikola Karabatic,  ,06:35.5, -9.55, 3.00
06:55.4, 0, Pass, 13 Nikola Karabatic,  ,06:36.4, -11.50, 4.09
06:55.8, 0, Player Catch, 18 William Accambray,  ,06:36.8, -10.42, 4.03
06:57.1, 0, Pass, 18 William Accambray,  ,06:38.1, -10.50, -1.50
06:57.4, 0, Player Catch, 4 Xavier Barachet,  ,06:38.4, -9.66, -4.05
06:59.2, 0, Shot, 4 Xavier Barachet,  ,06:40.2, -13.58, 1.09
06:59.6, 0, Goal, 4 Xavier Barachet,  ,06:40.6, -14.29, 1.44
07:03.4, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,06:44.4, 2.84, 9.20
07:05.2, 0, Substitution, 42 Jakub Szymanski, 22 Petr Linhart,06:46.2, -4.36, 9.87
07:06.4, 0, Throw Off, 23 Leos Petrovsky,  ,06:47.4, 0.08, -0.77
07:06.9, 0, Player Catch, 19 Tomas Babak,  ,06:47.9, -1.11, -2.35
07:07.6, 0, Pass, 19 Tomas Babak,  ,06:48.6, 0.14, -2.25
07:08.4, 0, Player Catch, 13 Pavel Horak,  ,06:49.4, 3.32, -7.28
07:09.3, 0, Pass, 13 Pavel Horak,  ,06:50.3, 5.12, -7.35
07:09.8, 0, Player Catch, 2 Jakub Hrstka,  ,06:50.8, 6.34, -9.33
07:12.0, 0, Pass, 2 Jakub Hrstka,  ,06:53.0, 8.93, -9.23
07:12.4, 0, Player Catch, 13 Pavel Horak,  ,06:53.4, 8.58, -8.84
07:13.6, 0, Pass, 13 Pavel Horak,  ,06:54.6, 9.67, -8.73
07:14.1, 0, Player Catch, 2 Jakub Hrstka,  ,06:55.1, 11.93, -9.18
07:14.8, 0, Pass, 2 Jakub Hrstka,  ,06:55.8, 12.97, -9.29
07:15.1, 0, Player Catch, 13 Pavel Horak,  ,06:56.1, 11.11, -8.88
07:19.2, 0, Foul, 13 Pavel Horak, 4 Xavier Barachet,07:00.2, 13.32, -4.60
07:30.3, 0, Free Throw, 23 Leos Petrovsky,  ,07:11.3, 11.39, -4.35
07:30.9, 0, Player Catch, 13 Pavel Horak,  ,07:11.9, 11.87, -8.19
07:32.5, 0, Pass, 13 Pavel Horak,  ,07:13.5, 11.72, -7.26
07:33.2, 0, Player Catch, 19 Tomas Babak,  ,07:14.2, 7.31, -0.20
07:33.8, 0, Pass, 19 Tomas Babak,  ,07:14.8, 7.21, 0.55
07:34.3, 0, Player Catch, 22 Petr Linhart,  ,07:15.3, 8.40, 8.19
07:34.7, 0, Pass, 22 Petr Linhart,  ,07:15.7, 8.69, 8.25
07:35.3, 0, Player Catch, 19 Tomas Babak,  ,07:16.3, 5.49, 0.52
07:35.8, 0, Pass, 19 Tomas Babak,  ,07:16.8, 5.58, -0.39
07:36.5, 0, Player Catch, 13 Pavel Horak,  ,07:17.5, 11.62, -8.79
07:37.6, 0, Pass, 13 Pavel Horak,  ,07:18.6, 11.27, -8.72
07:38.0, 0, Player Catch, 19 Tomas Babak,  ,07:19.0, 7.88, -2.42
07:39.3, 0, Pass, 19 Tomas Babak,  ,07:20.3, 10.13, 0.54
07:39.8, 0, Player Catch, 5 Miroslav Jurka,  ,07:20.8, 9.89, 4.23
07:40.7, 0, Pass, 5 Miroslav Jurka,  ,07:21.7, 11.46, 1.11
07:41.2, 0, Player Catch, 22 Petr Linhart,  ,07:22.2, 8.35, -2.19
07:42.0, 0, Pass, 22 Petr Linhart,  ,07:23.0, 10.94, -3.21
07:42.3, 0, Player Catch, 2 Jakub Hrstka,  ,07:23.3, 10.45, -4.81
07:42.9, 0, Pass, 2 Jakub Hrstka,  ,07:23.9, 10.46, -3.00
07:43.4, 0, Player Catch, 13 Pavel Horak,  ,07:24.4, 9.43, 1.57
07:44.0, 0, Pass, 13 Pavel Horak,  ,07:25.0, 10.79, 2.94
07:44.3, 0, Player Catch, 19 Tomas Babak,  ,07:25.3, 13.24, 7.82
07:45.4, 0, Pass, 19 Tomas Babak,  ,07:26.4, 13.13, 6.73
07:46.0, 0, Player Catch, 13 Pavel Horak,  ,07:27.0, 9.66, 1.21
07:47.1, 0, Pass, 13 Pavel Horak,  ,07:28.1, 10.63, 0.60
07:47.7, 0, Player Catch, 19 Tomas Babak,  ,07:28.7, 12.23, 6.32
07:48.8, 0, Foul, 19 Tomas Babak, 19 Tomas Babak,07:29.8, 15.01, 5.90
07:51.5, 0, Free Throw, 16 Thierry Omeyer,  ,07:32.5, 12.06, 4.20
07:52.8, 0, Player Catch, 21 Michael Guigou,  ,07:33.8, -4.51, 8.34
07:53.8, 0, Pass, 21 Michael Guigou,  ,07:34.8, -10.28, 7.07
07:54.5, 0, Player Catch, 28 Valentin Porte,  ,07:35.5, -13.49, -0.16
07:55.0, 0, Shot, 28 Valentin Porte,  ,07:36.0, -14.75, 0.79
07:55.2, 0, Goalkeeper Save, 16 Martin Galia,  ,07:36.2, -17.61, 0.21
07:56.2, 0, Pick Up, 5 Miroslav Jurka,  ,07:37.2, -16.29, 7.14
07:57.9, 0, Pass, 5 Miroslav Jurka,  ,07:38.9, -14.26, 7.54
07:58.7, 0, Player Catch, 13 Pavel Horak,  ,07:39.7, -9.43, 1.20
08:00.1, 0, Pass, 13 Pavel Horak,  ,07:41.1, -7.55, 0.02
08:00.8, 0, Player Catch, 19 Tomas Babak,  ,07:41.8, -1.43, -3.14
08:01.7, 0, Pass, 19 Tomas Babak,  ,07:42.7, -0.74, -2.74
08:02.6, 0, Player Catch, 22 Petr Linhart,  ,07:43.6, 3.06, 7.11
08:04.4, 0, Pass, 22 Petr Linhart,  ,07:45.4, 5.32, 6.41
08:05.2, 0, Player Catch, 19 Tomas Babak,  ,07:46.2, 3.99, -0.62
08:06.1, 0, Pass, 19 Tomas Babak,  ,07:47.1, 4.57, -1.68
08:06.7, 0, Player Catch, 13 Pavel Horak,  ,07:47.7, 2.49, -4.02
08:07.6, 0, Pass, 13 Pavel Horak,  ,07:48.6, 3.11, -4.38
08:09.0, 0, Player Catch, 22 Petr Linhart,  ,07:50.0, 6.47, 8.61
08:09.6, 0, Pass, 22 Petr Linhart,  ,07:50.6, 6.62, 8.65
08:10.1, 0, Player Catch, 5 Miroslav Jurka,  ,07:51.1, 12.51, 9.16
08:11.0, 0, Pass, 5 Miroslav Jurka,  ,07:52.0, 12.99, 9.35
08:11.5, 0, Player Catch, 22 Petr Linhart,  ,07:52.5, 8.61, 8.36
08:12.3, 0, Pass, 22 Petr Linhart,  ,07:53.3, 9.06, 7.36
08:12.9, 0, Player Catch, 13 Pavel Horak,  ,07:53.9, 6.52, 0.69
08:13.6, 0, Pass, 13 Pavel Horak,  ,07:54.6, 6.87, 0.18
08:14.7, 0, Player Catch, 19 Tomas Babak,  ,07:55.7, 10.17, -8.19
08:15.3, 0, Pass, 19 Tomas Babak,  ,07:56.3, 9.57, -7.92
08:15.8, 0, Player Catch, 13 Pavel Horak,  ,07:56.8, 6.78, -2.27
08:17.2, 0, Pass, 13 Pavel Horak,  ,07:58.2, 6.81, -1.07
08:17.8, 0, Player Catch, 22 Petr Linhart,  ,07:58.8, 10.28, 8.49
08:18.3, 0, Pass, 22 Petr Linhart,  ,07:59.3, 10.00, 7.88
08:18.9, 0, Player Catch, 13 Pavel Horak,  ,07:59.9, 7.92, -0.95
08:19.4, 0, Pass, 13 Pavel Horak,  ,08:00.4, 8.81, -1.66
08:19.7, 0, Player Catch, 23 Leos Petrovsky,  ,08:00.7, 8.15, -3.25
08:21.4, 0, Pass, 23 Leos Petrovsky,  ,08:02.4, 9.76, 3.08
08:22.0, 0, Player Catch, 22 Petr Linhart,  ,08:03.0, 11.49, 8.78
08:22.9, 0, Pass, 22 Petr Linhart,  ,08:03.9, 11.96, 6.66
08:23.4, 0, Player Catch, 19 Tomas Babak,  ,08:04.4, 7.60, -0.79
08:24.7, 0, Pass, 19 Tomas Babak,  ,08:05.7, 11.27, 1.79
08:25.2, 0, Player Catch, 21 Michael Guigou,  ,08:06.2, 13.72, 6.40
08:29.7, 0, Shot, 21 Michael Guigou,  ,08:10.7, -14.83, -0.27
08:30.1, 0, Goal, 21 Michael Guigou,  ,08:11.1, -15.70, -2.41
08:35.0, 0, Substitution, 19 Tomas Babak, 27 Ondrej Zdrahala,08:16.0, -4.65, 9.45
08:36.5, 0, Throw Off, 23 Leos Petrovsky,  ,08:17.5, 0.43, -0.58
08:37.5, 0, Player Catch, 13 Pavel Horak,  ,08:18.5, 1.33, -8.62
08:38.7, 0, Pass, 13 Pavel Horak,  ,08:19.7, 2.76, -8.15
08:39.1, 0, Player Catch, 2 Jakub Hrstka,  ,08:20.1, 5.99, -8.99
08:41.9, 0, Pass, 2 Jakub Hrstka,  ,08:22.9, 9.39, -9.04
08:42.6, 0, Player Catch, 13 Pavel Horak,  ,08:23.6, 7.84, -7.09
08:44.5, 0, Player Catch, 27 Ondrej Zdrahala,  ,08:25.5, 7.95, -4.27
08:47.1, 0, Pass, 27 Ondrej Zdrahala,  ,08:28.1, 6.85, -0.07
08:47.9, 0, Player Catch, 22 Petr Linhart,  ,08:28.9, 8.17, 9.19
08:48.7, 0, Pass, 22 Petr Linhart,  ,08:29.7, 8.81, 9.48
08:49.1, 0, Player Catch, 5 Miroslav Jurka,  ,08:30.1, 12.23, 9.49
08:49.6, 0, Pass, 5 Miroslav Jurka,  ,08:30.6, 12.67, 9.49
08:50.0, 0, Player Catch, 22 Petr Linhart,  ,08:31.0, 10.48, 9.07
08:50.9, 0, Pass, 22 Petr Linhart,  ,08:31.9, 10.23, 8.18
08:51.4, 0, Player Catch, 27 Ondrej Zdrahala,  ,08:32.4, 6.88, 2.15
08:52.2, 0, Pass, 27 Ondrej Zdrahala,  ,08:33.2, 6.30, -0.03
08:53.0, 0, Player Catch, 13 Pavel Horak,  ,08:34.0, 11.72, -9.25
08:54.1, 0, Pass, 13 Pavel Horak,  ,08:35.1, 12.10, -9.29
08:54.8, 0, Player Catch, 27 Ondrej Zdrahala,  ,08:35.8, 6.23, -3.01
08:55.6, 0, Pass, 27 Ondrej Zdrahala,  ,08:36.6, 5.92, -0.67
08:56.2, 0, Player Catch, 22 Petr Linhart,  ,08:37.2, 9.41, 8.96
08:56.7, 0, Pass, 22 Petr Linhart,  ,08:37.7, 9.46, 8.66
08:57.2, 0, Player Catch, 27 Ondrej Zdrahala,  ,08:38.2, 6.72, 1.03
08:57.7, 0, Pass, 27 Ondrej Zdrahala,  ,08:38.7, 6.49, -0.93
08:58.4, 0, Player Catch, 13 Pavel Horak,  ,08:39.4, 11.31, -9.20
08:59.0, 0, Pass, 13 Pavel Horak,  ,08:40.0, 11.03, -8.69
08:59.3, 0, Player Catch, 2 Jakub Hrstka,  ,08:40.3, 13.33, -9.63
09:00.0, 0, Pass, 2 Jakub Hrstka,  ,08:41.0, 14.18, -9.26
09:00.4, 0, Player Catch, 13 Pavel Horak,  ,08:41.4, 10.73, -4.95
09:01.3, 0, Pass, 13 Pavel Horak,  ,08:42.3, 11.43, -1.38
09:01.5, 0, Block, 13 Nikola Karabatic,  ,08:42.5, 13.01, -0.29
09:02.7, 0, Pick Up, 28 Valentin Porte,  ,08:43.7, 11.85, -4.94
09:04.5, 0, Pass, 28 Valentin Porte,  ,08:45.5, 2.94, 1.77
09:05.2, 0, Player Catch, 21 Michael Guigou,  ,08:46.2, -3.52, 8.64
09:07.8, 0, Pass, 21 Michael Guigou,  ,08:48.8, -11.81, 5.30
09:08.8, 0, Player Catch, 22 Luka Karabatic,  ,08:49.8, -4.71, 6.72
09:10.1, 0, Pass, 22 Luka Karabatic,  ,08:51.1, -5.72, 6.66
09:10.6, 0, Player Catch, 13 Nikola Karabatic,  ,08:51.6, -4.40, 1.56
09:12.2, 0, Pass, 13 Nikola Karabatic,  ,08:53.2, -4.98, 1.72
09:13.0, 0, Player Catch, 4 Xavier Barachet,  ,08:54.0, -9.12, -7.66
09:16.5, 0, Pass, 4 Xavier Barachet,  ,08:57.5, -8.33, -5.97
09:17.2, 0, Player Catch, 28 Valentin Porte,  ,08:58.2, -11.20, -9.22
09:18.2, 0, Pass, 28 Valentin Porte,  ,08:59.2, -10.72, -9.18
09:18.7, 0, Player Catch, 4 Xavier Barachet,  ,08:59.7, -8.01, -6.45
09:20.2, 0, Pass, 4 Xavier Barachet,  ,09:01.2, -8.61, -4.98
09:21.0, 0, Player Catch, 21 Michael Guigou,  ,09:02.0, -8.11, 7.32
09:23.7, 0, Substitution, 22 Luka Karabatic, 18 William Accambray,09:04.7, 1.72, 9.50
09:24.0, 0, Pass, 21 Michael Guigou,  ,09:05.0, -7.70, 7.20
09:25.1, 0, Player Catch, 4 Xavier Barachet,  ,09:06.1, -7.18, -2.04
09:28.2, 0, Pass, 4 Xavier Barachet,  ,09:09.2, -10.51, -6.82
09:28.9, 0, Player Catch, 18 William Accambray,  ,09:09.9, -8.14, 1.35
09:29.7, 0, Pass, 18 William Accambray,  ,09:10.7, -8.04, 1.46
09:30.4, 0, Player Catch, 4 Xavier Barachet,  ,09:11.4, -9.93, -8.25
09:32.3, 0, Pass, 4 Xavier Barachet,  ,09:13.3, -11.57, -2.61
09:32.7, 0, Player Catch, 18 William Accambray,  ,09:13.7, -10.28, 1.40
09:33.7, 0, Foul, 18 William Accambray, 23 Leos Petrovsky,09:14.7, -12.44, 1.18
09:36.3, 0, Yellow Card, 23 Leos Petrovsky,  ,09:17.3, -13.92, 2.05
09:37.0, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,09:18.0, -3.02, 9.79
09:49.4, 0, Free Throw, 20 Cedric Sorhaindo,  ,09:30.4, -10.67, 1.40
09:49.9, 0, Player Catch, 13 Nikola Karabatic,  ,09:30.9, -6.27, 0.01
09:51.0, 0, Pass, 13 Nikola Karabatic,  ,09:32.0, -6.65, -0.39
09:51.8, 0, Player Catch, 4 Xavier Barachet,  ,09:32.8, -9.42, -8.99
09:52.4, 0, Pass, 4 Xavier Barachet,  ,09:33.4, -9.58, -8.76
09:53.2, 0, Player Catch, 13 Nikola Karabatic,  ,09:34.2, -6.25, -0.15
09:53.9, 0, Pass, 13 Nikola Karabatic,  ,09:34.9, -6.11, 0.83
09:54.5, 0, Player Catch, 18 William Accambray,  ,09:35.5, -10.33, 8.02
09:55.1, 0, Pass, 18 William Accambray,  ,09:36.1, -10.79, 7.58
09:55.5, 0, Player Catch, 13 Nikola Karabatic,  ,09:36.5, -8.30, 2.86
09:56.2, 0, Pass, 13 Nikola Karabatic,  ,09:37.2, -8.79, 1.54
09:57.0, 0, Player Catch, 4 Xavier Barachet,  ,09:38.0, -10.73, -8.79
09:59.3, 0, Pass, 4 Xavier Barachet,  ,09:40.3, -11.77, -5.61
09:59.9, 0, Player Catch, 13 Nikola Karabatic,  ,09:40.9, -8.01, 0.40
10:02.1, 0, Foul, 13 Nikola Karabatic, 42 Jakub Szymanski,09:43.1, -13.27, -4.07
10:03.8, 0, Time Stop,  ,  ,09:44.8, 655.35, 655.35
10:07.0, 0, 2 Minute Exclusion, 42 Jakub Szymanski,  ,09:44.8, -13.57, -4.37
10:30.6, 0, Free Throw, 20 Cedric Sorhaindo,  ,09:44.8, -10.84, -2.96
10:30.8, 0, Time Start,  ,  ,09:44.8, 655.35, 655.35
10:31.1, 0, Player Catch, 18 William Accambray,  ,09:44.9, -7.52, -1.03
10:31.9, 0, Pass, 18 William Accambray,  ,09:45.7, -7.98, -1.97
10:32.5, 0, Player Catch, 4 Xavier Barachet,  ,09:46.3, -10.79, -9.26
10:33.4, 0, Pass, 4 Xavier Barachet,  ,09:47.2, -10.99, -8.42
10:34.0, 0, Player Catch, 18 William Accambray,  ,09:47.8, -6.90, -2.49
10:35.1, 0, Pass, 18 William Accambray,  ,09:48.9, -7.52, -1.00
10:35.8, 0, Player Catch, 13 Nikola Karabatic,  ,09:49.6, -10.07, 7.60
10:36.1, 0, Pass, 13 Nikola Karabatic,  ,09:49.9, -10.22, 7.78
10:36.8, 0, Player Catch, 21 Michael Guigou,  ,09:50.6, -14.57, 9.77
10:37.5, 0, Pass, 21 Michael Guigou,  ,09:51.3, -16.88, 8.93
10:38.0, 0, Player Catch, 13 Nikola Karabatic,  ,09:51.8, -9.42, 7.09
10:40.1, 0, Pass, 13 Nikola Karabatic,  ,09:53.9, -11.95, -0.02
10:40.9, 0, Player Catch, 21 Michael Guigou,  ,09:54.7, -17.23, 8.09
10:41.9, 0, Shot, 21 Michael Guigou,  ,09:55.7, -15.87, 3.82
10:42.3, 0, Goal, 21 Michael Guigou,  ,09:56.1, -15.26, 2.58
10:45.1, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,09:58.9, 2.16, 9.47
10:49.9, 0, Substitution, 5 Miroslav Jurka, 22 Petr Linhart,10:03.7, -3.35, 10.14
10:50.8, 0, Throw Off, 27 Ondrej Zdrahala,  ,10:04.6, -0.57, -0.90
10:51.6, 0, Player Catch, 13 Pavel Horak,  ,10:05.4, 0.36, -6.52
10:53.1, 0, Player Catch, 27 Ondrej Zdrahala,  ,10:06.9, 1.23, -2.97
10:53.6, 0, Substitution, 23 Leos Petrovsky, 19 Tomas Babak,10:07.4, -4.26, 10.11
10:55.3, 0, Pass, 27 Ondrej Zdrahala,  ,10:09.1, 2.99, -2.18
10:55.9, 0, Player Catch, 19 Tomas Babak,  ,10:09.7, 0.42, 1.47
10:56.5, 0, Pass, 19 Tomas Babak,  ,10:10.3, 1.37, -0.39
10:56.8, 0, Player Catch, 27 Ondrej Zdrahala,  ,10:10.6, 3.42, -1.54
10:57.9, 0, Pass, 27 Ondrej Zdrahala,  ,10:11.7, 3.79, -1.12
10:58.6, 0, Player Catch, 13 Pavel Horak,  ,10:12.4, 6.12, -6.78
10:59.6, 0, Pass, 13 Pavel Horak,  ,10:13.4, 6.17, -6.82
11:00.1, 0, Player Catch, 19 Tomas Babak,  ,10:13.9, 9.66, -7.80
11:00.6, 0, Pass, 19 Tomas Babak,  ,10:14.4, 10.27, -8.46
11:01.1, 0, Player Catch, 13 Pavel Horak,  ,10:14.9, 7.81, -7.86
11:02.1, 0, Pass, 13 Pavel Horak,  ,10:15.9, 8.69, -7.82
11:02.6, 0, Player Catch, 27 Ondrej Zdrahala,  ,10:16.4, 5.90, -4.00
11:04.4, 0, Pass, 27 Ondrej Zdrahala,  ,10:18.2, 5.63, -2.66
11:05.0, 0, Substitution, 2 Jakub Hrstka, 5 Miroslav Jurka,10:18.8, -5.18, 10.00
11:05.1, 0, Player Catch, 13 Pavel Horak,  ,10:18.9, 8.50, -9.19
11:09.0, 0, Pass, 13 Pavel Horak,  ,10:22.8, 7.98, -7.28
11:09.5, 0, Player Catch, 27 Ondrej Zdrahala,  ,10:23.3, 1.32, -5.71
11:10.3, 0, Pass, 27 Ondrej Zdrahala,  ,10:24.1, 1.79, -6.93
11:10.8, 0, Player Catch, 13 Pavel Horak,  ,10:24.6, 7.92, -7.84
11:11.4, 0, Pass, 13 Pavel Horak,  ,10:25.2, 7.92, -6.96
11:12.3, 0, Player Catch, 22 Petr Linhart,  ,10:26.1, 7.20, 6.62
11:13.2, 0, Pass, 22 Petr Linhart,  ,10:27.0, 7.79, 8.23
11:13.7, 0, Player Catch, 5 Miroslav Jurka,  ,10:27.5, 15.24, 8.71
11:14.4, 0, Pass, 5 Miroslav Jurka,  ,10:28.2, 15.78, 8.26
11:14.7, 0, Player Catch, 22 Petr Linhart,  ,10:28.5, 9.93, 6.03
11:15.4, 0, Pass, 22 Petr Linhart,  ,10:29.2, 10.01, 3.47
11:15.9, 0, Player Catch, 13 Pavel Horak,  ,10:29.7, 9.71, -6.99
11:16.3, 0, Foul, 13 Pavel Horak, 4 Xavier Barachet,10:30.1, 10.68, -6.29
11:18.0, 0, Time Stop,  ,  ,10:31.8, 655.35, 655.35
11:21.6, 0, 2 Minute Exclusion, 4 Xavier Barachet,  ,10:31.8, 12.68, -4.94
11:27.4, 0, Substitution, 19 Tomas Babak, 2 Jakub Hrstka,10:31.8, -2.25, 9.31
11:40.1, 0, Free Throw, 13 Pavel Horak,  ,10:31.8, 11.41, -5.65
11:40.2, 0, Time Start,  ,  ,10:31.8, 655.35, 655.35
11:40.7, 0, Player Catch, 27 Ondrej Zdrahala,  ,10:31.9, 6.04, -2.68
11:41.8, 0, Pass, 27 Ondrej Zdrahala,  ,10:33.0, 6.38, -1.20
11:42.6, 0, Player Catch, 22 Petr Linhart,  ,10:33.8, 9.06, 8.56
11:43.5, 0, Pass, 22 Petr Linhart,  ,10:34.7, 9.60, 8.68
11:44.0, 0, Player Catch, 5 Miroslav Jurka,  ,10:35.2, 15.64, 9.50
11:44.6, 0, Pass, 5 Miroslav Jurka,  ,10:35.8, 15.97, 9.51
11:45.1, 0, Player Catch, 22 Petr Linhart,  ,10:36.3, 11.50, 8.30
11:45.8, 0, Pass, 22 Petr Linhart,  ,10:37.0, 11.39, 7.70
11:46.4, 0, Player Catch, 27 Ondrej Zdrahala,  ,10:37.6, 5.60, 1.95
11:46.9, 0, Pass, 27 Ondrej Zdrahala,  ,10:38.1, 5.20, 0.17
11:47.6, 0, Player Catch, 13 Pavel Horak,  ,10:38.8, 10.24, -8.99
11:48.3, 0, Pass, 13 Pavel Horak,  ,10:39.5, 10.75, -8.96
11:48.6, 0, Player Catch, 2 Jakub Hrstka,  ,10:39.8, 11.90, -9.59
11:49.9, 0, Pass, 2 Jakub Hrstka,  ,10:41.1, 12.46, -9.60
